iso3,year0,year1,broad_sector,employment_share_0,employment_share_1,productivity_0,productivity_1,within,structural_change
ETH,1961,2017,Manufacturing,0.00649329417102683,0.10859108040679166,48.34576213583142,27.88446715114624,-0.1328612074557168,2.8469423664959352
ETH,1961,2017,Services,0.03900637664342498,0.22065928125683146,20.65180813343978,31.18313599459452,0.410788941107597,5.66450722837296
GHA,1960,2017,Agriculture,0.6805647784747937,0.3426895008118155,1.7540071741390628,4.141877227651165,1.6251002539950572,-1.3994379183386036
GHA,1960,2017,Manufacturing,0.13754784981389104,0.18132335674159153,6.622641297711188,7.928022543574763,0.17955238355591305,0.3470532057792227
GHA,1960,2017,Services,0.18188737171131528,0.475987142446593,6.089669699455611,7.18011211070552,0.198337704184795,2.1116693256120844
KEN,1969,2017,Agriculture,0.8694710187096236,0.5783432454300461,69.87832381769485,99.70658679580467,25.934810197915695,-29.027356595169536
KEN,1969,2017,Manufacturing,0.014240164382760752,0.07220282808468162,1827.8168822035193,593.7682635476126,-17.573055185978948,34.41639017688379
KEN,1969,2017,Services,0.11628881690761562,0.34945392648527235,610.8425797892542,384.3068117029875,-26.343576458009938,89.60693986216697
LSO,1970,2017,Agriculture,0.7203628195969979,0.6714688209900556,2.8682143097214836,2.784608384787223,-0.06022659982065896,-0.1361506384866664
LSO,1970,2017,Manufacturing,0.06047314786332668,0.09314298567272335,18.3510836531371,65.75623323712904,2.866738620275864,2.148245474813864
LSO,1970,2017,Services,0.21916403253967545,0.23538819333722102,46.235072388512634,84.29687316548991,8.341777744004093,1.3676460249672129
MAR,1970,2017,Agriculture,0.6359282916163791,0.35721744291167457,22.105435628950588,45.736241763235626,15.027498174493736,-12.747186758394953
MAR,1970,2017,Manufacturing,0.1306022308660689,0.23465866972028404,134.02893611706855,114.11174611349115,-2.6012294470505757,11.874061932006214
MAR,1970,2017,Services,0.233469477517552,0.4081238873680414,97.3534853960104,170.3297541221272,17.037731330666965,29.74884268617909
MOZ,1970,2017,Agriculture,0.8347008825727366,0.7192139246132998,14.183726305681535,14.12602188515619,-0.04816593074085415,-1.6313712955851165
MOZ,1970,2017,Manufacturing,0.036710134484833845,0.07617896327720478,42.73556847257309,79.50521197594966,1.349818557968351,3.137977599579916
MOZ,1970,2017,Services,0.12858898294242965,0.20460711210949536,100.17620592814048,116.21431524710933,2.0623241656457076,8.834394827516851
MUS,1970,2017,Agriculture,0.36289344312822586,0.07170546232738499,33.56480937325215,314.45186570055796,101.93207100076792,-91.56460383240265
MUS,1970,2017,Manufacturing,0.17018704813179872,0.25605918351254653,186.969510879528,448.9765625,44.590206705003936,38.55457615778278
MUS,1970,2017,Services,0.4669195087399754,0.6722353541600685,209.16367835534066,725.8461521634034,241.24912684501584,149.02771637635072
MWI,1966,2017,Agriculture,0.8439415983012524,0.5311779011613937,62.82218275621907,77.21564468583396,12.147241265967422,-24.15025050897911
MWI,1966,2017,Manufacturing,0.05700908698044814,0.14064590920898074,291.89946756395153,138.52800087079743,-8.743567285028927,11.586041782504893
MWI,1966,2017,Services,0.09904931471829954,0.3281761896296256,606.8742297506165,238.3676804863501,-36.500321173830876,54.616441709698876
NAM,1965,2017,Agriculture,0.6004664552648266,0.19904800440480963,11.906061376168008,48.35130309287039,21.884145104898064,-19.409105184603177
NAM,1965,2017,Manufacturing,0.14608249689882452,0.17916534650316357,174.6661370815805,188.24194728913403,1.9831882525439688,6.22758003139434
NAM,1965,2017,Services,0.25345104783634886,0.6217866490920269,148.6103385578697,149.25134559724432,0.16246390579997164,54.97458411877998
NGA,1960,2017,Agriculture,0.7692963465397996,0.3680831794548346,224.9422170507887,841.1182794856592,474.0219936564253,-337.4677288054981
NGA,1960,2017,Manufacturing,0.09629114122960768,0.11272798433802086,490.74421100888696,2375.7416664934767,181.50855620351774,39.04969303827337
NGA,1960,2017,Services,0.1344125122305926,0.5191888362071446,585.2858710994213,1249.2490530290956,89.24495931178554,480.68145835572415
RWA,1970,2017,Agriculture,0.9302443719291266,0.6708003752710066,186.29581605089672,332.3779091224072,135.89204491939947,-86.23345314358673
RWA,1970,2017,Manufacturing,0.025039460129570607,0.08387498412965688,376.1362381457737,1140.4846220872043,19.138870884803183,67.10101035454105
RWA,1970,2017,Services,0.044716167941302766,0.24532464059933654,1272.3373290125664,1973.3791464971303,31.347903644515878,395.8765765540036
SEN,1970,2017,Agriculture,0.732831167072144,0.46863031792588106,694.7335149716873,491.66967319183675,-148.8115121616811,-129.89954515674887
SEN,1970,2017,Manufacturing,0.07105213903077645,0.15501780302232557,4557.042392667676,1883.1502069075216,-189.98575933593722,158.11995751881315
SEN,1970,2017,Services,0.1961166938970795,0.37635187905179335,5269.904318065354,2338.0888948206743,-574.9779479232135,421.4058848661845
SLE,2001,2017,Agriculture,0.7008264769256993,0.5924423462195972,2054.096638196362,4851.94443367166,1960.8058134772873,-525.8737796778137
SLE,2001,2017,Manufacturing,0.05178769129465228,0.05030291628062915,4506.3663705403615,9948.00740595739,281.8100260784891,-14.770552835682592
SLE,2001,2017,Services,0.24738583177964849,0.35725473749977366,5581.403546527862,4647.985503471944,-230.91439897952006,510.66908106946755
SWZ,1991,2017,Agriculture,0.1662006138842328,0.13108640921379885,86.3526015112041,76.68469480647174,-1.6068120293020083,-2.6927220685242115
SWZ,1991,2017,Manufacturing,0.2516488043312172,0.23665811536482725,150.4309963080143,167.37174400916464,4.263118903471301,-2.509017756203631
SWZ,1991,2017,Services,0.58215058178455,0.632255475421374,73.97360072912352,91.49614408179792,10.200758807104405,4.584404567398001
TZA,1960,2017,Agriculture,0.90939621118968,0.669238219033451,464.7380608538506,900.9153851041589,396.6580060800829,-216.36202998927052
TZA,1960,2017,Manufacturing,0.014077908274278761,0.06689801687408711,13638.488875465418,10832.522882300724,-39.50213187251808,572.1750350530332
TZA,1960,2017,Services,0.07652588053604124,0.2638637640924618,5668.18693174152,4602.879031801307,-81.52362508492574,862.2936160838831
UGA,1990,2017,Agriculture,0.9066351904109444,0.7106996857143181,1042.5335133069782,1122.127401154153,72.16261966387064,-219.86459867905265
UGA,1990,2017,Manufacturing,0.021897084719351995,0.07148021174261687,8749.171681995269,8097.265346345008,-14.274848260816086,401.4877362089054
UGA,1990,2017,Services,0.07146772486970361,0.217820102543065,10125.994621474527,9346.808612625004,-55.68665130278017,1367.9276641155216
ZAF,1960,2017,Agriculture,0.3146294023876621,0.05137912786857313,16.391487133571374,91.65353821205647,23.67965415329347,-24.12781909496968
ZAF,1960,2017,Manufacturing,0.27022089923417525,0.22080995259603153,213.65238599922063,199.1125928853328,-3.928955969913641,-9.838341702039612
ZAF,1960,2017,Services,0.4151496983781625,0.7278109195353953,146.68548193274276,169.15434656841813,9.327942376400394,52.88800456213539
ZMB,1965,2017,Agriculture,0.6330802081097839,0.6773966881390276,2.7438855967957867,3.1625577699449505,0.26505306650704813,0.14015342825309493
ZMB,1965,2017,Manufacturing,0.12290513538014208,0.0704772084789693,250.18142910310905,115.92677597200033,-16.500586318492935,-6.077800536548668
ZMB,1965,2017,Services,0.244014656510074,0.2521261033820031,22.659315883160204,63.45580580990321,9.95494147629089,0.5147183975424785
